source_id,entity_type,record_id,municipality,event_date,category,data
calgary_permits,permit,BP2026-06371,calgary,2026-05-06,new_construction,"{""work"": ""New"", ""status"": ""Pre Backfill Phase"", ""address"": ""239 CARRINGWOOD WY NW"", ""area_m2"": 173.82, ""province"": ""AB"", ""current_use"": ""Residential"", ""description"": ""SFD,GARAGE,PORCH,"", ""issued_date"": ""2026-05-06"", ""permit_type"": ""Single Construction Permit"", ""builder_name"": ""MATTAMY (ABERDEEN HEIGHTS)"", ""neighborhood"": ""Carrington"", ""permit_number"": ""BP2026-06371"", ""applicant_name"": ""MATTAMY HOMES CALGARY"", ""completed_date"": null, ""geocode_failed"": true, ""structure_type"": ""1106 - Single Family House"", ""contractor_name"": ""MATTAMY (ABERDEEN HEIGHTS)"", ""application_date"": ""2026-04-20"", ""status_canonical"": ""unknown"", ""construction_value"": 303375.99, ""normalized_address"": ""239 CARRINGWOOD WAY NORTHWEST"", ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""normalized_business_name"": ""MATTAMY"", ""contractor_name_normalized"": ""mattamy aberdeen heights""}"
langley_township_permits,permit,BP156182,langley_township,2026-04-28,other,"{""lat"": ""49.09351"", ""lng"": ""-122.55472"", ""status"": ""Issued"", ""address"": ""5055 242 DR"", ""builder"": ""This permit is issued for an addition to the single family dwelling to include a mud room, family room, and storage/pantry."", ""province"": ""BC"", ""description"": null, ""issued_date"": ""2026-04-28"", ""permit_type"": ""RESIDENTIAL"", ""permit_number"": ""BP156182"", ""contractor_name"": ""This permit is issued for an addition to the single family dwelling to include a mud room, family room, and storage/pantry."", ""status_canonical"": ""issued"", ""normalized_address"": ""5055 242 DRIVE"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """", ""contractor_name_normalized"": ""this permit is issued for an addition to the single family dwelling to include a mud room family room and storage""}"
toronto_permits,permit,26 134281 PLB:00,toronto,2026-04-30,renovation,"{""lat"": ""43.79186"", ""lng"": ""-79.40267"", ""ward"": ""N1823"", ""work"": ""Building Permit Related(PS)"", ""status"": ""Permit Issued"", ""address"": ""201 WEDGEWOOD DR"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Sfd-Detached"", ""description"": ""Plumbing - NEW TWO STOREY DWETACHED DWELLING"", ""issued_date"": ""2026-04-30"", ""permit_type"": ""Plumbing(PS)"", ""postal_code"": ""M2M"", ""builder_name"": ""None"", ""proposed_use"": ""Sfd-Detached"", ""permit_number"": ""26 134281 PLB"", ""completed_date"": null, ""structure_type"": ""SFD - Detached"", ""contractor_name"": ""None"", ""application_date"": ""2026-03-25"", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""201 WEDGEWOOD DRIVE"", ""dwelling_units_lost"": null, ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
toronto_permits,permit,25 237084 BLD:00,toronto,2026-03-03,new_construction,"{""lat"": ""43.69892"", ""lng"": ""-79.55786"", ""ward"": ""W0134"", ""work"": ""New Laneway / Rear Yard Suite"", ""status"": ""Inspection"", ""address"": ""77 A ST ANDREWS BLVD"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Fourplex"", ""description"": ""Proposal for a new two-storey garden suite in the rear yard of a fourplex [Permit No. 25-247545-BLD]."", ""issued_date"": ""2026-03-03"", ""permit_type"": ""Small Residential Projects"", ""postal_code"": ""M9R"", ""builder_name"": ""None"", ""proposed_use"": ""Fourplex"", ""permit_number"": ""25 237084 BLD"", ""completed_date"": null, ""structure_type"": ""Laneway / Rear Yard Suite"", ""contractor_name"": ""None"", ""application_date"": ""2025-10-08"", ""status_canonical"": ""issued"", ""construction_value"": 150000.0, ""normalized_address"": ""77 A STREET ANDREWS BOULEVARD"", ""dwelling_units_lost"": ""0"", ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""new_construction"", ""dwelling_units_created"": ""1"", ""floor_area_residential"": 178.8, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
thunder_bay_permits,permit,24 404130 000 00 DP,thunder_bay,2026-03-12,demolition,"{""lat"": null, ""lng"": null, ""ward"": ""Mckellar"", ""work"": ""Demolition of a Single Detached Dwelling"", ""status"": ""Closed"", ""address"": ""PLAN 112 LOT 30"", ""province"": ""ON"", ""issued_date"": ""2026-03-12"", ""permit_type"": ""Demolition"", ""permit_number"": ""24 404130 000 00 DP"", ""completed_date"": ""2026-03-20"", ""application_date"": ""2026-03-03"", ""status_canonical"": ""completed"", ""construction_value"": null, ""normalized_address"": ""PLAN 112 LOT 30"", ""dwelling_units_lost"": 1, ""permit_type_canonical"": ""demolition"", ""dwelling_units_created"": null, ""normalized_business_name"": """"}"
surrey_permits,permit,26-026426-000-00,surrey,20260424,renovation,"{""lat"": ""49.0485"", ""lng"": ""-122.81189"", ""work"": ""Renovation"", ""status"": ""Issued"", ""address"": ""2566 148 ST"", ""province"": ""BC"", ""description"": ""Single Family"", ""issued_date"": ""20260424"", ""permit_type"": ""Miscellaneous Residential Permits"", ""permit_number"": ""26-026426-000-00"", ""status_canonical"": ""issued"", ""construction_value"": 12000.0, ""normalized_address"": ""2566 148 STREET"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
st_johns_permits,permit,c09f410e84f6,st_johns,2026-04-29,new_construction,"{""status"": ""Issued"", ""address"": ""14 Donegal Run"", ""category"": ""Residential"", ""province"": ""NL"", ""issued_date"": ""2026-04-29"", ""permit_type"": ""New Construction"", ""structure_type"": ""Townhousing"", ""status_canonical"": ""issued"", ""normalized_address"": ""14 DONEGAL RUN"", ""permit_type_canonical"": ""new_construction"", ""normalized_business_name"": """"}"
burnaby_permits,permit,BLD26-00033,burnaby,2026-03-04,other,"{""lat"": ""49.27776"", ""lng"": ""-123.01677"", ""work"": null, ""value"": 0.0, ""status"": ""Issued"", ""address"": ""6 - 3987 UNION ST"", ""province"": ""BC"", ""description"": ""(UNIT 5 & 6) E-FILE: 1 Principal Building with 2 Primary Dwelling Units **(Please Note: All Fees Paid Under Master Building Permit BLD25-01547)**"", ""issued_date"": ""2026-03-04"", ""permit_type"": ""Building Permit"", ""permit_number"": ""BLD26-00033"", ""status_canonical"": ""issued"", ""normalized_address"": ""3987 UNION STREET"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
edmonton_permits,permit,2-650097677,edmonton,2026-03-30,renovation,"{""lat"": ""53.44622"", ""lng"": ""-113.43044"", ""work"": ""(03) Exterior Alterations"", ""status"": ""Issued"", ""address"": ""6004 - MILL WOODS ROAD SOUTH NW"", ""area_m2"": 112.32, ""province"": ""AB"", ""description"": ""To construct Exterior Alteration to an existing Residential Condominium complex. Phase 2 - 15 Balcony Replacements; guardrails, and building envelope of localized stucco removal - Erindale Balcony Waterproofing Replacement."", ""issued_date"": ""2026-03-30"", ""permit_type"": ""Commercial Final"", ""neighbourhood"": ""Meyokumin"", ""permit_number"": ""2-650097677"", ""structure_type"": ""Apartment Condos (315)"", ""status_canonical"": ""issued"", ""construction_value"": 208112.0, ""normalized_address"": ""6004 MILL WOODS ROAD SOUTH NORTHWEST"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": ""0"", ""normalized_business_name"": """"}"
richmond_bc_permits,permit,25-024350-000-02,richmond_bc,2026-03-24,other,"{""work"": ""Extend"", ""value"": 0.0, ""status"": ""Issued"", ""address"": ""6388 No 3 Road Unit 830 - Design Mod - 02 (Extension)"", ""province"": ""BC"", ""issued_date"": ""2026-03-24"", ""permit_type"": ""Medical Office"", ""permit_number"": ""25-024350-000-02"", ""status_canonical"": ""issued"", ""normalized_address"": ""6388 NO 3 ROAD UNIT 830 DESIGN MOD 02 EXTENSION"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
brampton_permits,permit,26-030162-P01-00,brampton,2026-04-27,change_of_use,"{""gfa"": null, ""lat"": ""43.75478"", ""lng"": ""-79.76503"", ""work"": ""Change of Use - Two Unit Dwelling"", ""status"": ""Issued"", ""address"": ""184 Fairwood Cir, Brampton, ON, L6R 0X5"", ""builder"": null, ""storeys"": null, ""bedrooms"": null, ""province"": ""ON"", ""contractor"": null, ""expiry_date"": null, ""issued_date"": ""2026-04-27"", ""permit_type"": ""Two Unit Dwelling"", ""second_unit"": null, ""permit_number"": ""26-030162-P01-00"", ""dwelling_units"": null, ""processed_date"": null, ""contractor_name"": null, ""application_date"": ""2026-03-23"", ""status_canonical"": ""issued"", ""normalized_address"": ""184 FAIRWOOD CIRCLE"", ""permit_type_canonical"": ""change_of_use"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
toronto_permits,permit,26 143624 TPS:00,toronto,2026-04-15,other,"{""lat"": ""43.6562"", ""lng"": ""-79.38044"", ""ward"": ""S1332"", ""work"": ""Temporary Structures"", ""status"": ""Permit Issued"", ""address"": ""1 DUNDAS ST E"", ""dataset"": ""active"", ""province"": ""ON"", ""revision"": ""00"", ""current_use"": ""Commercial"", ""description"": ""Proposed temporary seasonal stage and truss for an event - installation date April 20, 2026 and removal date October 31, 2026 - Sankofa Square (Yonge/Dundas Square)"", ""issued_date"": ""2026-04-15"", ""permit_type"": ""Temporary Structures"", ""postal_code"": ""M5B"", ""builder_name"": ""None"", ""proposed_use"": ""Commercial - Event Stage"", ""permit_number"": ""26 143624 TPS"", ""completed_date"": null, ""structure_type"": ""Commercial"", ""contractor_name"": ""None"", ""application_date"": ""2026-04-14"", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""1 DUNDAS STREET EAST"", ""dwelling_units_lost"": null, ""floor_area_commercial"": 0, ""floor_area_industrial"": 0, ""permit_type_canonical"": ""other"", ""dwelling_units_created"": null, ""floor_area_residential"": 0, ""floor_area_institutional"": 0, ""normalized_business_name"": ""NONE"", ""contractor_name_normalized"": null}"
montreal_permits,permit,3001911183,montreal,2026-03-05,other,"{""work"": ""Au toit, remplacer en totalité le revêtement de la toiture de la copropriété par une nouvelle toiture métallique et de nouveaux solins. Tel que documents approuvés."", ""status"": ""Issued"", ""address"": ""3030  LE BOULEVARD"", ""province"": ""QC"", ""current_use"": ""12 Logements +"", ""issued_date"": ""2026-03-05"", ""permit_type"": ""Travaux extérieurs"", ""neighbourhood"": ""Ville-Marie"", ""permit_number"": ""3001911183"", ""geocode_failed"": true, ""structure_type"": ""Résidentiel"", ""application_date"": ""2025-06-20"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003557802"", ""normalized_address"": ""3030 LE BOULEVARD"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
montreal_permits,permit,3001922369,montreal,2026-04-28,renovation,"{""lat"": ""45.58503"", ""lng"": ""-73.60148"", ""work"": ""Réfection de la toiture en gravier blanc des bassins C3 et C4."", ""status"": ""Issued"", ""address"": ""5150  BOULEVARD ROBERT"", ""province"": ""QC"", ""current_use"": ""Service éducationnel"", ""issued_date"": ""2026-04-28"", ""permit_type"": ""Transformation"", ""neighborhood"": ""Saint-Léonard"", ""permit_number"": ""3001922369"", ""structure_type"": ""Communautaire"", ""application_date"": ""2026-04-16"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003652493"", ""normalized_address"": ""5150 BOULEVARD ROBERT"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
vancouver_permits,permit,DB-2025-03812,vancouver,2026-03-24,demolition,"{""lat"": ""49.22274"", ""lng"": ""-123.11861"", ""work"": ""Demolition / Deconstruction"", ""status"": ""Issued"", ""address"": ""6889 ASH STREET, VANCOUVER, BC"", ""province"": ""BC"", ""current_use"": ""Dwelling Uses"", ""description"": ""Enquiry Centre - Demolition / Deconstruction - To demolish to grade this existing Single Detached House w/SS (1959) on the site.\r\n\r\nRelated to:\r\nDP-2023-00531\r\nBP-2025-02209\r\nBP-2025-02210\r\nBP-2025-02211\r\nBP-2025-02212\r\n\r\nDemo Contractor: G&H Demolition & Excavation Ltd. \r\nGurmit Sarai (778) 878-3301\r\n\r\nQP: Pacific Ark Environmental Consulting Ltd. \r\nXiaoqiang Yang (778) 985-3688"", ""issued_date"": ""2026-03-24"", ""permit_type"": ""None"", ""builder_name"": ""G & H Demolition & Excavation Ltd."", ""neighbourhood"": ""Oakridge"", ""permit_number"": ""DB-2025-03812"", ""applicant_name"": ""Brian Sheehan DBA: Yamamoto Architecture Inc."", ""contractor_name"": ""G & H Demolition & Excavation Ltd."", ""application_date"": ""2025-08-26"", ""status_canonical"": ""issued"", ""construction_value"": 45000.0, ""normalized_address"": ""6889 ASH STREET"", ""permit_type_canonical"": ""demolition"", ""normalized_business_name"": ""G H DEMOLITION EXCAVATION"", ""contractor_name_normalized"": ""g & h demolition & excavation""}"
saint_jerome_permits,permit,2026-00524,saint_jerome,2026-04-01,renovation,"{""work"": ""03-Modification et amélioration"", ""value"": 68000.0, ""status"": ""Issued"", ""address"": ""1005 , RUE DU HAMEAU"", ""province"": ""QC"", ""issued_date"": ""2026-04-01"", ""permit_type"": ""110- Maison simple"", ""permit_number"": ""2026-00524"", ""status_canonical"": ""issued"", ""normalized_address"": ""1005"", ""permit_type_canonical"": ""renovation"", ""normalized_business_name"": """"}"
montreal_permits,permit,3001925844,montreal,2026-05-08,addition,"{""lat"": ""45.54011"", ""lng"": ""-73.68611"", ""work"": ""En cour arrière, installer une piscine hors-terre ronde de 18' de diamètre, d'une hauteur 52'' et dont l'accès se fait par un deck en bois (6 c.m). Nombre d'arbres à abattre : 0"", ""status"": ""Issued"", ""address"": ""11610  AVENUE DU BOIS-DE-BOULOGNE"", ""province"": ""QC"", ""current_use"": ""1 Logement"", ""issued_date"": ""2026-05-08"", ""permit_type"": ""Transformation"", ""neighborhood"": ""Ahuntsic - Cartierville"", ""permit_number"": ""3001925844"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-04-29"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003658320"", ""normalized_address"": ""11610 AVENUE DU BOIS-DE-BOULOGNE"", ""permit_type_canonical"": ""addition"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
edmonton_permits,permit,2-643164676,edmonton,2026-03-30,renovation,"{""work"": ""(03) Interior Alterations"", ""status"": ""Issued"", ""address"": ""867 - 75 STREET SW"", ""area_m2"": 82.96, ""province"": ""AB"", ""description"": ""To construct Interior Alterations (1st Tenant Fit-up) to an existing shell building. Realty Office. (Bay 2)"", ""issued_date"": ""2026-03-30"", ""permit_type"": ""Commercial Final"", ""neighbourhood"": ""Ellerslie"", ""permit_number"": ""2-643164676"", ""geocode_failed"": true, ""structure_type"": ""Office Buildings (520)"", ""status_canonical"": ""issued"", ""construction_value"": 80000.0, ""normalized_address"": ""75 STREET SOUTHWEST"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": ""0"", ""normalized_business_name"": """"}"
montreal_permits,permit,3001922962,montreal,2026-04-30,renovation,"{""lat"": ""45.53099"", ""lng"": ""-73.63262"", ""work"": ""REMPLACER LE REVÊTEMENT DE LA TOITURE PAR UN NOUVEAU REVÊTEMENT D'ASPHALTE RECOUVERT DE GRAVIER DE MARBRE BLANC"", ""status"": ""Issued"", ""address"": ""7912  AVENUE QUERBES"", ""province"": ""QC"", ""current_use"": ""2 Logements"", ""issued_date"": ""2026-04-30"", ""permit_type"": ""Transformation"", ""neighborhood"": ""Villeray - Saint-Michel - Parc-Extension"", ""permit_number"": ""3001922962"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-04-30"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003658517"", ""normalized_address"": ""7912 AVENUE QUERBES"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
lethbridge_permits,permit,BP034571,lethbridge,2026-05-21,renovation,"{""lat"": ""49.73793"", ""lng"": ""-112.80873"", ""work"": ""ALTERATIONS/IMPROVEMENTS"", ""status"": ""IN-PROGRESS"", ""address"": ""264 BLACKWOLF WAY N"", ""area_m2"": 0.0, ""province"": ""AB"", ""issued_date"": ""2026-05-21"", ""permit_type"": ""BUILDING - HOMEOWNER"", ""neighbourhood"": ""Blackwolf 1"", ""permit_number"": ""BP034571"", ""completed_date"": null, ""application_date"": ""2026-05-14"", ""status_canonical"": ""issued"", ""construction_value"": 9008.0, ""normalized_address"": ""264 BLACKWOLF WAY NORTH"", ""dwelling_units_lost"": null, ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""normalized_business_name"": """"}"
st_catharines_permits,permit,17191,st_catharines,2026-05-21,new_construction,"{""work"": ""Construct Front Covered Porch"", ""status"": ""Permit Issued"", ""address"": ""RIVERVIEW BLVD"", ""province"": ""ON"", ""issued_date"": ""2026-05-21"", ""permit_type"": ""Residential"", ""permit_number"": ""26-104602"", ""geocode_failed"": true, ""application_date"": ""2026-04-15"", ""status_canonical"": ""issued"", ""normalized_address"": ""RIVERVIEW BOULEVARD"", ""permit_type_canonical"": ""new_construction"", ""normalized_business_name"": """"}"
montreal_permits,permit,3001916489,montreal,2026-04-08,demolition,"{""lat"": ""45.56719"", ""lng"": ""-73.6458"", ""work"": ""Au rdc, réaménager l'espace intérieur en créant une aire ouverte entre la cuisine et la salle à manger et en agrandissant la sdb. Aucuns travaux de structure. Démolir la cheminée existante. En façade arrière, remplacer à l'identique 1 porte et 1 fenêtre."", ""status"": ""Issued"", ""address"": ""9750  AVENUE HAMELIN"", ""province"": ""QC"", ""current_use"": ""2 Logements"", ""issued_date"": ""2026-04-08"", ""permit_type"": ""Transformation"", ""neighborhood"": ""Ahuntsic - Cartierville"", ""permit_number"": ""3001916489"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-03-24"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003648658"", ""normalized_address"": ""9750 AVENUE HAMELIN"", ""permit_type_canonical"": ""demolition"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
montreal_permits,permit,3001916444,montreal,2026-04-08,other,"{""lat"": ""45.54974"", ""lng"": ""-73.57075"", ""work"": ""Réaménagement intérieur, structure affectée, tels que documents approuvés"", ""status"": ""Issued"", ""address"": ""3215  AVENUE LAURIER EST"", ""province"": ""QC"", ""current_use"": ""2 Logements"", ""issued_date"": ""2026-04-08"", ""permit_type"": ""T4-Transfo.int/ext (sans PIIA)"", ""neighborhood"": ""Rosemont - La Petite-Patrie"", ""permit_number"": ""3001916444"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-01-23"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003635854"", ""normalized_address"": ""3215 AVENUE LAURIER EST"", ""permit_type_canonical"": ""other"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
montreal_permits,permit,3001921282,montreal,2026-04-24,renovation,"{""lat"": ""45.44505"", ""lng"": ""-73.69123"", ""work"": ""RÉFECTON DES MURS DE SOUTÈNEMENT SUR LES CÔTÉS DE L'AIRE DE STATIONNEMENT EN COUR AVANT"", ""status"": ""Issued"", ""address"": ""3020  RUE SHERBROOKE"", ""province"": ""QC"", ""current_use"": ""Cottage"", ""issued_date"": ""2026-04-24"", ""permit_type"": ""Transformation"", ""neighborhood"": ""Lachine"", ""permit_number"": ""3001921282"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-03-10"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003643370"", ""normalized_address"": ""3020 RUE SHERBROOKE"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
calgary_permits,permit,BP2026-02473,calgary,2026-03-03,renovation,"{""work"": ""Existing"", ""status"": ""Issued Permit"", ""address"": ""13R HUXLAND CL NE"", ""area_m2"": null, ""province"": ""AB"", ""current_use"": ""Residential"", ""description"": ""Secondary Suite"", ""issued_date"": ""2026-03-03"", ""permit_type"": ""Residential Improvement Project"", ""builder_name"": """", ""neighbourhood"": ""Huxley"", ""permit_number"": ""BP2026-02473"", ""applicant_name"": """", ""completed_date"": null, ""geocode_failed"": true, ""structure_type"": ""1110 - Below Grade Suite"", ""contractor_name"": null, ""application_date"": ""2026-02-18"", ""status_canonical"": ""issued"", ""construction_value"": 59821.05, ""normalized_address"": ""13R HUXLAND CL NORTHEAST"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": ""1"", ""normalized_business_name"": """", ""contractor_name_normalized"": null}"
kitchener_permits,permit,25132387,kitchener,2026-04-01,addition,"{""lat"": ""43.4555"", ""lng"": ""-80.46622"", ""work"": ""Revision is for change in floor plan and additional beam in the kitchen"", ""status"": ""Issued"", ""address"": ""35 HEATHER AVE"", ""area_m2"": null, ""storeys"": null, ""province"": ""ON"", ""applicant"": ""MICHAEL MARTIN :TRUE BUILDING"", ""work_type"": ""Permit Revision - Minor Revision"", ""contractor"": null, ""permit_fee"": 0.0, ""units_lost"": null, ""expiry_date"": null, ""issued_date"": ""2026-04-01"", ""permit_type"": ""Residential Building Permit"", ""total_units"": null, ""proposed_gfa"": null, ""permit_number"": ""25132387"", ""units_created"": 0, ""completed_date"": null, ""contractor_name"": ""MICHAEL MARTIN :TRUE BUILDING"", ""existing_gfa_m2"": null, ""application_date"": ""2026-03-24"", ""status_canonical"": ""issued"", ""units_net_change"": 0, ""legal_description"": ""PLAN 773 LOT 6"", ""construction_value"": null, ""normalized_address"": ""35 HEATHER AVENUE"", ""new_floor_area_sqft"": null, ""permit_type_canonical"": ""addition"", ""normalized_business_name"": """", ""contractor_name_normalized"": ""michael martin true building""}"
st_catharines_permits,permit,7188,st_catharines,2026-05-06,addition,"{""work"": ""Alter Interior of Basement to Create an Accessory Dwelling Unit"", ""status"": ""Permit Issued"", ""address"": ""SEYMOUR AVENUE"", ""province"": ""ON"", ""issued_date"": ""2026-05-06"", ""permit_type"": ""Residential"", ""permit_number"": ""26-102842"", ""geocode_failed"": true, ""application_date"": ""2026-03-20"", ""status_canonical"": ""issued"", ""normalized_address"": ""SEYMOUR AVENUE"", ""permit_type_canonical"": ""addition"", ""normalized_business_name"": """"}"
quebec_city_permits,permit,20260226-004D,quebec_city,2026-04-02,other,"{""lat"": 46.81513526303213, ""lng"": -71.21881633618058, ""lots"": ""6 651 663"", ""work"": ""Création, modification ou correction d'un ou plusieurs lots"", ""domain"": ""Lotissement"", ""status"": ""Issued"", ""address"": ""BOULEVARD CHAREST EST QUÉBEC QUÉBEC G1K3J6"", ""province"": ""QC"", ""issued_date"": ""2026-04-02"", ""permit_type"": ""Permis de lotissement"", ""neighbourhood"": ""La Cité-Limoilou"", ""permit_number"": ""20260226-004D"", ""status_canonical"": ""issued"", ""normalized_address"": ""BOULEVARD CHAREST EST"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """"}"
grande_prairie_permits,permit,PR260190-GS1,grande_prairie,2026-03-02,other,"{""area"": null, ""work"": ""Gas Barbeque"", ""status"": ""Issued"", ""address"": ""12622 103B STREET, GRANDE PRAIRIE, AB T8V2W4"", ""province"": ""AB"", ""contractor"": ""JUST HEAT IT GASFITTING LTD."", ""description"": ""Residential Alteration\nGas for BBQ on Deck\nGas for Range in the Kitchen\nBTU 70K"", ""issued_date"": ""2026-03-02"", ""permit_type"": ""Gas"", ""neighbourhood"": null, ""permit_number"": ""PR260190-GS1"", ""geocode_failed"": true, ""contractor_name"": ""JUST HEAT IT GASFITTING LTD."", ""status_canonical"": ""issued"", ""construction_value"": null, ""normalized_address"": ""12622 103B STREET"", ""permit_type_canonical"": ""other"", ""normalized_business_name"": """", ""contractor_name_normalized"": ""just heat it gasfitting""}"
calgary_permits,permit,BP2026-06798,calgary,2026-05-06,renovation,"{""lat"": ""50.88314"", ""lng"": ""-114.03876"", ""work"": ""Existing"", ""status"": ""Issued Permit"", ""address"": ""114 CHAPALA PT SE"", ""area_m2"": null, ""province"": ""AB"", ""current_use"": ""Residential"", ""description"": ""Improvements"", ""issued_date"": ""2026-05-06"", ""permit_type"": ""Residential Improvement Project"", ""builder_name"": ""TRUE NORTH CONCRETE CUTTING AND CORING"", ""neighborhood"": ""Chaparral"", ""permit_number"": ""BP2026-06798"", ""applicant_name"": ""TRUE NORTH CONCRETE CUTTING AND CORING"", ""completed_date"": null, ""structure_type"": ""1101 - Improvements (Single Family)"", ""contractor_name"": ""TRUE NORTH CONCRETE CUTTING AND CORING"", ""application_date"": ""2026-04-24"", ""status_canonical"": ""issued"", ""construction_value"": 7800.0, ""normalized_address"": ""114 CHAPALA POINT SOUTHEAST"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": ""0"", ""normalized_business_name"": ""TRUE NORTH CONCRETE CUTTING AND CORING"", ""contractor_name_normalized"": ""true north concrete cutting and coring""}"
montreal_permits,permit,3001915256,montreal,2026-04-01,renovation,"{""lat"": ""45.54622"", ""lng"": ""-73.66283"", ""work"": ""Au mur arrière, remplacer le balcon et les 2 escaliers."", ""status"": ""Issued"", ""address"": ""10107  RUE SAINT-URBAIN"", ""province"": ""QC"", ""current_use"": ""2 Logements"", ""issued_date"": ""2026-04-01"", ""permit_type"": ""Transformation"", ""neighbourhood"": ""Ahuntsic - Cartierville"", ""permit_number"": ""3001915256"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-03-30"", ""permit_type_code"": ""TR"", ""status_canonical"": ""issued"", ""application_number"": ""3003647080"", ""normalized_address"": ""10107 RUE SAINT-URBAIN"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
montreal_permits,permit,3001924287,montreal,2026-05-06,other,"{""lat"": ""45.51201"", ""lng"": ""-73.6156"", ""work"": ""Autre, Érable, Structure fragilisée qui ne peut être corrigée"", ""status"": ""Issued"", ""address"": ""608  AVENUE SAINT-GERMAIN"", ""province"": ""QC"", ""current_use"": ""unifamilial"", ""issued_date"": ""2026-05-06"", ""permit_type"": ""Permis abattage d'arbres"", ""neighborhood"": ""Outremont"", ""permit_number"": ""3001924287"", ""structure_type"": ""Résidentiel"", ""application_date"": ""2026-04-26"", ""permit_type_code"": ""CA"", ""status_canonical"": ""issued"", ""application_number"": ""3003659300"", ""normalized_address"": ""608 AVENUE SAINT-GERMAIN"", ""permit_type_canonical"": ""other"", ""dwelling_units_created"": 0, ""normalized_business_name"": """"}"
strathcona_county_permits,permit,2026-0390-B,strathcona_county,2026-03-25,renovation,"{""lat"": ""53.55647"", ""lng"": ""-113.2786"", ""area"": null, ""work"": ""Alteration and improvements"", ""status"": ""In Progress"", ""zoning"": ""R1C"", ""address"": ""438 CHURCHILL CR"", ""province"": ""AB"", ""description"": ""Basement Development"", ""issued_date"": ""2026-03-25"", ""permit_type"": ""Residential"", ""neighbourhood"": ""Lakeland Ridge"", ""permit_number"": ""2026-0390-B"", ""status_canonical"": ""issued"", ""construction_value"": 10000.0, ""normalized_address"": ""438 CHURCHILL CRESCENT"", ""permit_type_canonical"": ""renovation"", ""dwelling_units_created"": null, ""normalized_business_name"": """"}"
